galaxies.source.pixelization.regularization.coefficient,    log_likelihood,           log_prior,     log_posterior,weight
                                      8.746391516427693,252209.06323218235, -2.1686412171874814,252206.89459096515,   1.0
                                     1.0397352675018343, 252209.0633458445,-0.03896613027080365,252209.02437971425,   1.0
